3 Phase Voltage in Volts,3 Phase Current in Amps,Poles,Frequency in Hz,Power Factor,Temperature in Celcius,% Load,Angular Velocity in rad/sec,Motor Age in Yrs,Efficiency,Reliability,Life Cycle in Yrs
450.8,7.5,3,50,0.8,18,60,118,2,84.02,Moderately,5
410.7,12.1,3,49,0.6,57,59,109,2,82.6,Moderately,5
422.7,8.8,3,50,0.8,25,68,113,3,82.22,Moderately,4
459.4,10.1,2,49,0.5,70,116,94,3,81.41,Moderately,4
422.1,11.9,2,49,0.5,31,51,100,2,83.15,Moderately,5
436.3,12.9,3,49,0.7,50,114,115,3,80.67,Moderately,4
433.3,12.5,2,49,0.5,13,62,82,1,84.48,Moderately,6
440.1,8.6,3,49,0.7,17,55,94,1,86.73,Moderately,7
405.4,11.6,3,49,0.7,68,105,96,0,90.17,Strongly,8
473.1,10.1,3,49,0.5,16,60,110,3,82.74,Moderately,5
404.6,9.2,2,49,0.7,50,95,113,3,81.35,Moderately,4
458.4,9,3,49,0.8,17,99,94,2,82.66,Moderately,5
459.4,12.8,2,49,0.7,68,77,86,0,88.48,Moderately,7
478.5,8.2,2,49,0.7,64,93,113,0,89.91,Moderately,8
453,11.3,2,49,0.8,59,83,93,2,81.43,Moderately,4
470.4,9.9,3,50,0.6,20,93,109,0,91.12,Strongly,9
426.2,7.1,2,50,0.7,57,63,84,1,84.59,Moderately,6
420.2,12.4,3,50,0.7,44,110,109,0,90.54,Strongly,8
431.1,7.3,3,49,0.6,16,88,119,2,85.4,Moderately,6
418.3,9.8,2,50,0.5,66,102,101,0,89.5,Moderately,8
432.4,12.9,3,50,0.8,10,62,108,3,80.41,Moderately,3
425.8,8.3,3,50,0.8,24,112,80,0,90.36,Strongly,8
462.9,7.8,2,49,0.8,41,76,88,2,82.88,Moderately,5
438.3,10.5,2,50,0.8,17,105,88,2,81.5,Moderately,4
473.1,11.8,3,49,0.8,18,93,104,3,81.64,Moderately,4
444.1,11.2,3,50,0.7,62,119,114,1,86.38,Moderately,6
465.2,7.8,3,50,0.8,34,75,86,0,89.8,Moderately,8
453.3,10.4,2,50,0.6,10,103,93,2,83.09,Moderately,5
475.2,10.3,3,50,0.7,40,57,84,3,80.39,Moderately,3
422.5,11.5,2,49,0.5,72,75,113,2,83.33,Moderately,5
418.2,11.8,3,50,0.6,70,109,99,3,81.45,Moderately,4
466,12,2,50,0.5,73,85,112,0,90.59,Strongly,8
438.6,8.6,2,50,0.5,59,94,117,3,81.41,Moderately,4
430.1,11.7,2,50,0.8,78,102,110,1,84.2,Moderately,5
411.1,10.8,2,49,0.8,36,118,94,0,89.63,Moderately,8
453.4,7.6,2,50,0.8,27,71,88,1,85.62,Moderately,6
420.4,7.5,2,49,0.6,30,63,80,2,83.09,Moderately,5
473.9,9.4,2,50,0.7,63,107,80,2,82.55,Moderately,5
436.3,10,3,49,0.7,26,65,81,1,85.85,Moderately,6
432.5,7.5,3,49,0.7,78,68,106,2,83.28,Moderately,5
440.4,11.4,2,50,0.5,63,83,93,1,85.62,Moderately,6
419.4,7.1,2,49,0.5,41,61,118,1,86.81,Moderately,7
474.5,9.7,3,49,0.8,38,51,97,1,85.24,Moderately,6
470.5,11.3,2,49,0.5,59,93,92,3,80.26,Moderately,3
447.9,8.3,3,50,0.6,11,61,105,2,84.11,Moderately,5
451.7,10.6,3,49,0.8,10,88,89,1,84.91,Moderately,6
446.3,9.2,2,50,0.6,34,118,92,1,84.81,Moderately,6
452.5,10.4,2,49,0.8,61,105,101,2,82.65,Moderately,5
459.2,12,3,50,0.8,53,87,85,3,80.88,Moderately,4
408,11.7,2,50,0.5,33,58,99,2,83.04,Moderately,5
467.2,10,2,50,0.7,10,119,85,3,79.97,Weekly,3
477.7,8.5,2,49,0.5,13,97,104,0,90.87,Strongly,8
447.5,11.1,2,49,0.6,18,108,85,1,84.48,Moderately,6
472.2,10.6,2,50,0.8,76,63,99,3,80.76,Moderately,4
460.7,9.1,2,50,0.6,50,87,105,1,85.17,Moderately,6
445.9,11.9,3,50,0.7,66,50,81,0,88.88,Moderately,8
421.1,8.3,2,50,0.5,37,65,116,2,84.38,Moderately,6
450.3,9.1,2,49,0.7,33,54,90,1,85.6,Moderately,6
432.8,9.6,2,49,0.5,24,99,102,0,91.03,Strongly,9
405.7,11.4,2,49,0.5,63,82,85,0,89.85,Moderately,8
446.7,10.9,3,50,0.5,50,72,84,0,89.83,Moderately,8
448.8,12.4,3,49,0.8,31,73,100,2,83.08,Moderately,5
458.1,7.5,3,49,0.5,77,97,99,2,84.26,Moderately,5
433.7,12.7,2,49,0.6,55,109,89,1,84.2,Moderately,5
452.6,7.9,3,49,0.6,68,61,90,2,84.1,Moderately,5
410.9,12.9,2,49,0.7,24,58,80,1,84.93,Moderately,6
461.7,12.7,3,50,0.5,71,75,119,0,91.75,Strongly,9
430.9,7.1,2,50,0.5,33,106,91,3,82.09,Moderately,4
443.6,11.8,2,50,0.6,57,51,82,3,79.66,Weekly,3
463.5,10.5,2,49,0.7,43,83,91,1,85.41,Moderately,6
415.7,9.6,3,50,0.6,35,105,103,0,91.38,Strongly,9
453.2,9.9,2,49,0.8,47,53,116,1,85.8,Moderately,6
403.4,8,2,49,0.8,73,100,114,3,81.27,Moderately,4
458.8,8.4,3,50,0.6,20,113,100,3,81.94,Moderately,4
410.2,10.6,2,49,0.8,23,114,103,1,84.38,Moderately,6
444.4,7.9,3,50,0.7,75,60,80,2,83.25,Moderately,5
409.5,10.7,2,50,0.5,11,102,111,2,82.69,Moderately,5
425.8,12.6,2,50,0.6,63,82,84,2,82.36,Moderately,5
469.4,10.9,3,49,0.8,44,116,91,2,83.07,Moderately,5
469.1,7.1,2,49,0.5,60,93,98,1,87.03,Moderately,7
441.8,9.1,3,50,0.7,51,58,90,0,90.66,Strongly,8
470,7.1,3,50,0.5,78,106,96,2,84.27,Moderately,5
451.7,11.5,3,49,0.5,75,102,106,3,82.34,Moderately,4
456.6,10.2,2,49,0.5,67,70,104,1,85.22,Moderately,6
417.9,11,2,50,0.6,44,50,91,2,82.68,Moderately,5
463.1,11.3,2,49,0.7,73,74,118,0,89.26,Moderately,8
472.1,12.2,2,49,0.7,78,106,82,3,79.51,Weekly,3
434.2,12.3,3,50,0.8,17,90,95,3,80.14,Moderately,3
455.8,11.2,3,50,0.8,17,97,105,0,89.72,Moderately,8
469.4,8,3,49,0.6,38,57,80,1,85.72,Moderately,6
477.7,11.3,2,49,0.8,77,91,86,3,80.53,Moderately,4
430.6,9.9,3,49,0.7,54,53,109,3,81.01,Moderately,4
432.6,11.6,3,49,0.7,13,82,94,1,86.03,Moderately,6
429.5,7.1,2,49,0.7,53,55,105,3,80.72,Moderately,4
417.8,10.1,3,49,0.6,16,52,119,3,82.06,Moderately,4
412.3,10,3,49,0.8,23,71,89,1,84.77,Moderately,6
412.5,10.8,2,50,0.8,45,101,99,3,79.69,Weekly,3
404.7,11.8,2,49,0.6,46,78,110,3,80.15,Moderately,3
456.4,8,3,50,0.5,71,63,88,0,91.75,Strongly,9
455.4,11.7,2,50,0.6,56,93,119,0,89.52,Moderately,8
417.4,11,2,49,0.5,35,82,81,0,89.98,Moderately,8
459.2,12,3,50,0.6,73,117,90,0,89.36,Moderately,8
478.7,7.1,3,49,0.6,45,57,84,1,86.25,Moderately,6
459.2,8.2,3,50,0.8,26,104,116,3,81.76,Moderately,4
446.3,12.3,3,50,0.8,70,69,105,3,81.15,Moderately,4
458,12.5,3,50,0.5,20,63,90,3,81.93,Moderately,4
449.3,12.4,2,50,0.7,73,109,97,1,85.14,Moderately,6
410.3,10.4,2,50,0.7,11,108,115,1,84.9,Moderately,6
470.3,9.4,2,49,0.5,62,51,111,2,83.02,Moderately,5
432.6,7.1,2,49,0.5,15,75,90,1,85.86,Moderately,6
424.6,10.7,2,49,0.8,23,117,94,0,88.73,Moderately,8
432,10.3,2,50,0.6,68,88,85,2,81.59,Moderately,4
421,8.5,2,50,0.6,63,53,114,0,90.85,Strongly,8
431.6,8.2,2,49,0.7,12,100,118,3,82.13,Moderately,4
424.7,12.3,2,50,0.7,37,90,117,3,80.08,Moderately,3
476.4,9.4,2,50,0.8,64,92,110,0,89.2,Moderately,8
403.9,7.6,2,49,0.5,69,88,85,2,82.25,Moderately,4
452.4,7.1,2,49,0.6,29,97,111,1,87.24,Moderately,7
435.6,10.3,2,49,0.6,55,89,82,1,84.32,Moderately,5
430.2,10.9,3,49,0.7,20,74,103,3,81.84,Moderately,4
463.9,8.3,2,49,0.8,52,106,90,0,88.99,Moderately,8
422.4,9.3,3,49,0.8,22,113,106,3,80.94,Moderately,4
469.5,9.1,3,49,0.8,54,107,112,0,91.34,Strongly,9
416.1,9.7,2,49,0.7,45,69,94,3,79.93,Weekly,3
479.1,8.3,2,49,0.7,43,51,109,3,81.81,Moderately,4
437.5,10.5,2,49,0.6,41,84,89,1,84.51,Moderately,6
459.5,11.8,3,50,0.8,28,72,118,1,85.4,Moderately,6
467.5,7,2,49,0.6,14,88,119,0,91.61,Strongly,9
425.6,10.2,3,49,0.6,74,65,88,3,81.47,Moderately,4
456.9,9.8,2,49,0.8,78,64,86,1,84.1,Moderately,5
470.4,10.3,3,49,0.5,26,66,93,2,83.48,Moderately,5
460.8,11.7,2,49,0.8,55,71,104,1,84.29,Moderately,5
464.9,10.7,3,50,0.7,34,74,95,0,90.71,Strongly,8
459.4,7,3,49,0.7,55,86,102,2,84.7,Moderately,6
444,12.7,2,49,0.7,77,76,104,2,82.54,Moderately,5
479.7,10.4,3,50,0.8,59,52,119,1,85.61,Moderately,6
414.4,8.5,2,50,0.8,68,110,93,0,88.76,Moderately,8
454.2,8.6,3,50,0.5,15,87,85,0,91.93,Strongly,9
450.2,11.6,3,49,0.6,28,116,112,0,91.6,Strongly,9
478.1,9.6,3,49,0.8,18,51,103,2,83.91,Moderately,5
441,10.6,3,50,0.6,53,97,92,2,82.46,Moderately,5
443.1,9.3,3,50,0.8,70,114,100,1,86.01,Moderately,6
430.4,8,2,50,0.7,45,92,116,0,90.88,Strongly,8
441.6,11.9,3,50,0.7,67,79,112,3,80.61,Moderately,4
417.8,10.2,3,49,0.7,51,65,85,1,85.72,Moderately,6
403.4,10.1,3,49,0.6,32,51,99,1,85.55,Moderately,6
473.5,12.4,3,50,0.7,33,114,98,2,83.29,Moderately,5
412.8,7,2,49,0.7,43,82,106,3,81.77,Moderately,4
477.2,8.5,3,49,0.6,57,69,95,2,83.35,Moderately,5
434.6,8,2,49,0.7,49,91,91,3,80.18,Moderately,3
417.5,10.1,3,50,0.6,31,91,98,3,81.98,Moderately,4
431.7,9.9,3,50,0.5,54,99,108,0,92.02,Strongly,9
405.4,7.5,2,50,0.7,48,50,85,0,89,Moderately,8
437.7,12.2,2,49,0.8,77,106,108,2,82.49,Moderately,5
475,12.1,3,49,0.7,52,71,91,2,83.1,Moderately,5
413.9,8.2,3,50,0.5,11,65,91,3,81.94,Moderately,4
474.6,12.2,2,49,0.7,44,55,113,1,84.7,Moderately,6
456.4,7.3,2,49,0.5,30,119,97,1,86.1,Moderately,6
422.7,9,2,49,0.8,20,104,90,0,88.89,Moderately,8
410.4,8.5,3,49,0.8,32,95,80,3,80.22,Moderately,3
479.6,8.6,3,50,0.8,36,119,99,0,91.11,Strongly,9
403.7,12.1,3,49,0.7,76,76,113,1,84.97,Moderately,6
464.7,12.7,2,50,0.8,42,77,90,2,82.32,Moderately,4
441.1,11.5,2,49,0.5,19,67,100,1,85.09,Moderately,6
472.1,10.9,2,50,0.6,21,115,108,0,89.66,Moderately,8
425.2,11.3,3,50,0.8,77,106,118,1,86.01,Moderately,6
429.5,12.9,3,50,0.8,36,55,111,3,81.32,Moderately,4
417.7,8.2,3,50,0.5,43,84,82,0,91.37,Strongly,9
447.3,9.6,3,50,0.6,49,63,85,0,90.75,Strongly,8
409.4,7.5,3,49,0.5,10,50,119,2,86.06,Moderately,6
437.7,10.7,2,49,0.6,58,78,83,0,89.77,Moderately,8
464.2,10.5,3,50,0.6,41,103,95,2,82.78,Moderately,5
450.3,10.1,2,50,0.6,36,115,93,3,80.18,Moderately,3
419.6,11.1,3,50,0.5,54,90,84,0,89.62,Moderately,8
477.8,10.6,3,50,0.7,57,81,82,2,83.02,Moderately,5
417.3,8.3,3,49,0.7,42,85,117,3,82.82,Moderately,5
409.6,10.9,3,49,0.6,40,107,95,0,89.75,Moderately,8
430.3,12.2,2,49,0.5,20,51,117,0,89.98,Moderately,8
434.9,10.5,3,50,0.6,39,111,112,3,81.43,Moderately,4
428.5,12.6,2,50,0.6,71,54,119,2,82.97,Moderately,5
474,8.3,2,49,0.5,67,92,111,2,84.35,Moderately,6
464.3,9.2,2,49,0.6,67,84,108,0,89.74,Moderately,8
402.3,9.1,3,49,0.5,66,98,81,0,89.84,Moderately,8
408.6,7,3,49,0.5,70,97,115,0,93.62,Strongly,10
404.1,12.2,3,50,0.8,60,56,115,3,81.28,Moderately,4
440,7,2,49,0.6,41,64,85,3,80.57,Moderately,4
470.8,8.8,3,49,0.6,38,79,102,3,81.87,Moderately,4
445.6,12.2,3,50,0.5,73,64,96,2,83.57,Moderately,5
476.8,11.7,2,50,0.8,30,101,114,0,89.11,Moderately,8
448.1,11.7,3,49,0.5,56,81,112,0,91.85,Strongly,9
419.3,11.6,2,49,0.6,73,77,88,2,82.49,Moderately,5
437.7,12.8,3,50,0.8,64,73,113,1,85.78,Moderately,6
446.9,9.6,3,50,0.5,70,75,102,1,86.2,Moderately,6
425.4,7,3,49,0.6,20,108,108,2,84.75,Moderately,6
403.6,8.4,2,50,0.6,31,93,115,2,82.77,Moderately,5
464.2,11.5,3,49,0.6,48,74,85,1,85.99,Moderately,6
465.1,10.7,3,49,0.7,50,76,118,0,91.51,Strongly,9
440.1,7.7,2,50,0.8,78,91,117,1,86,Moderately,6
457.2,10.1,3,50,0.5,49,82,119,0,91.82,Strongly,9
463.8,11.1,2,50,0.6,64,67,85,3,80.81,Moderately,4
449.7,10.5,2,50,0.5,62,106,109,1,85.24,Moderately,6
424,10,3,50,0.8,55,118,82,3,79.94,Weekly,3
457.3,9.1,2,50,0.5,19,70,94,0,90.97,Strongly,9
462.2,8.1,2,49,0.8,49,82,89,2,81.81,Moderately,4
438.7,12.9,2,50,0.6,76,80,90,0,89.59,Moderately,8
414.3,9.2,3,49,0.8,23,88,105,0,89.98,Moderately,8
417,11.6,2,49,0.5,30,110,114,0,90.84,Strongly,8
472.2,10.5,3,49,0.7,65,108,88,0,90.41,Strongly,8
465.1,8.6,2,50,0.8,60,79,103,3,80.15,Moderately,3
450.6,7.6,3,49,0.6,64,118,104,2,84.89,Moderately,6
458.1,12.1,3,49,0.6,59,51,111,1,85.64,Moderately,6
405.3,12.7,2,50,0.8,30,88,104,1,85.11,Moderately,6
401.7,8.8,2,49,0.8,32,78,101,0,89.03,Moderately,8
434.9,11.2,3,49,0.8,22,92,105,3,81.58,Moderately,4
425.3,10.8,2,50,0.6,51,65,94,3,80.96,Moderately,4
466.2,11.2,2,50,0.8,72,99,101,2,82.52,Moderately,5
466.1,9,2,50,0.8,34,76,89,0,89.9,Moderately,8
471.6,7.2,2,49,0.5,39,98,109,1,86.75,Moderately,7
409.4,7.6,3,49,0.6,70,98,85,3,80.91,Moderately,4
413.6,7.9,3,49,0.7,31,53,93,2,82.89,Moderately,5
413.4,8.2,3,50,0.5,14,80,100,0,91.63,Strongly,9
408.9,9,3,49,0.7,52,119,96,2,83.52,Moderately,5
451.2,8.6,3,50,0.7,45,115,99,2,83.93,Moderately,5
400.4,8.3,2,49,0.7,63,82,91,2,82.75,Moderately,5
429.2,11.9,3,49,0.7,13,105,89,3,81.31,Moderately,4
424.7,8.7,2,49,0.5,16,107,104,0,91.39,Strongly,9
433.8,10.9,3,50,0.5,53,97,108,3,81.55,Moderately,4
423.6,12.5,2,50,0.7,23,84,94,1,84.19,Moderately,5
439.3,7.7,3,50,0.6,17,82,82,1,85.85,Moderately,6
410.4,8.7,3,50,0.5,27,64,101,2,84.87,Moderately,6
447,8.4,2,50,0.8,75,92,100,1,84.5,Moderately,6
417,7.2,3,49,0.7,19,108,103,3,81.88,Moderately,4
443,8.5,2,50,0.8,17,115,82,2,82.64,Moderately,5
440.7,10.2,3,49,0.5,49,91,118,1,87.07,Moderately,7
468.8,10.7,3,49,0.5,40,119,101,0,90.94,Strongly,9
473.7,12.8,3,49,0.5,45,109,104,1,86.92,Moderately,7
472,10.2,2,50,0.7,10,73,99,0,89.3,Moderately,8
425,11.1,3,49,0.8,30,92,81,2,82.72,Moderately,5
472,9.6,3,50,0.8,22,79,88,0,90.54,Strongly,8
458.7,9.8,2,49,0.7,13,80,92,3,81.15,Moderately,4
456.7,11.1,2,49,0.8,79,91,85,3,79.49,Weekly,3
475.1,7.8,2,50,0.8,37,92,100,1,85.9,Moderately,6
455.6,11.2,2,50,0.8,52,96,114,0,89.99,Moderately,8
473.5,9.1,2,50,0.7,34,117,116,2,83.61,Moderately,5
451.7,8.9,3,49,0.8,49,117,110,0,90.26,Strongly,8
475.2,7.1,3,50,0.6,30,99,113,2,86.22,Moderately,6
446.7,9.4,3,49,0.6,64,110,104,2,84.2,Moderately,5
400.3,11.7,2,49,0.7,17,73,84,0,88.56,Moderately,7
446.9,9.3,2,50,0.7,16,89,102,1,85.9,Moderately,6
404.2,12.7,3,50,0.5,51,113,97,1,86.17,Moderately,6
410.9,7,3,50,0.7,28,70,111,2,84.95,Moderately,6
433.9,10.6,2,49,0.5,61,60,105,0,90.63,Strongly,8
444.6,7.3,3,50,0.6,61,66,108,2,85.11,Moderately,6
434.1,10.7,3,49,0.5,57,116,104,0,90.66,Strongly,8
443.4,10.2,3,50,0.6,46,113,112,1,86.09,Moderately,6
448.2,9.6,3,49,0.8,30,81,116,3,82.29,Moderately,4
470.3,10.6,2,49,0.5,21,98,105,0,91.12,Strongly,9
446.7,9.8,3,49,0.5,42,78,104,2,84.84,Moderately,6
442.4,9.4,2,49,0.7,18,119,86,3,80,Moderately,3
455.5,10.5,3,49,0.7,75,113,95,0,89.5,Moderately,8
404.9,9.1,2,50,0.6,66,98,106,0,90.37,Strongly,8
473.7,8.6,2,49,0.7,58,71,112,0,89.78,Moderately,8
460.4,8.1,2,49,0.5,25,78,111,2,83.74,Moderately,5
422.7,9.2,2,50,0.7,60,111,117,2,83.23,Moderately,5
406.6,10.2,3,49,0.6,46,103,90,1,85.13,Moderately,6
436,12.7,3,50,0.5,57,91,117,0,90.61,Strongly,8
478.1,10.8,2,50,0.7,74,94,98,1,85.39,Moderately,6
419.9,8.6,3,50,0.5,66,116,89,0,91.37,Strongly,9
423.7,10.1,2,50,0.5,57,111,118,2,82.78,Moderately,5
453.8,9.7,2,49,0.7,53,59,116,2,82.33,Moderately,4
413.6,8.4,3,50,0.8,47,88,88,3,81.35,Moderately,4
459,7.3,2,50,0.6,55,102,118,0,90.73,Strongly,8
426.7,11.1,2,50,0.8,79,50,99,0,88.55,Moderately,7
433.4,11.5,3,49,0.5,25,117,90,2,82.84,Moderately,5
407.8,7.8,2,49,0.7,23,103,94,3,80.32,Moderately,3
403.6,10.8,3,49,0.6,36,106,101,2,83.7,Moderately,5
447.6,10.1,3,49,0.5,11,58,85,3,81.35,Moderately,4
456.6,8.2,2,49,0.7,28,82,95,2,82.24,Moderately,4
419.7,8.6,2,50,0.7,22,114,99,2,83.1,Moderately,5
437.3,11.1,3,49,0.6,17,110,119,3,82.89,Moderately,5
460.8,10,2,49,0.7,65,63,98,3,81.02,Moderately,4
410.1,9.8,3,50,0.7,39,51,100,3,81.68,Moderately,4
438.7,8.3,2,50,0.8,56,78,118,0,89.53,Moderately,8
445.6,7.4,3,49,0.5,44,53,114,3,83.72,Moderately,5
462.4,12.1,3,50,0.8,38,73,83,0,89.89,Moderately,8
415.4,7.4,3,50,0.8,67,103,109,3,82.14,Moderately,4
432.8,12.5,3,49,0.6,71,59,100,0,90.53,Strongly,8
473.5,11.9,3,50,0.5,66,105,117,1,86.41,Moderately,6
456.6,10.8,2,50,0.5,30,60,117,0,90.28,Strongly,8
441.7,12.7,3,49,0.6,49,58,117,0,91.28,Strongly,9
420.7,7.2,2,49,0.6,21,109,111,1,86.06,Moderately,6
469,7.6,2,49,0.8,71,80,102,2,83.14,Moderately,5
423,7.1,3,49,0.7,38,59,112,2,84.05,Moderately,5
438.1,12.4,2,50,0.7,52,113,101,1,84.25,Moderately,5
419.5,8.4,3,49,0.8,65,107,81,1,85.65,Moderately,6
475.2,7.4,2,49,0.7,33,52,108,0,91.22,Strongly,9
404.7,11.2,2,49,0.8,15,92,80,0,89.42,Moderately,8
422,12.4,3,49,0.5,11,117,106,2,84.34,Moderately,5
460.4,9.7,3,50,0.6,56,71,84,3,81.64,Moderately,4
479.5,10.2,2,50,0.5,33,74,92,0,89.64,Moderately,8
457.7,10.1,2,50,0.7,31,80,111,0,89.45,Moderately,8
400.2,12.7,3,49,0.5,32,85,84,3,81.41,Moderately,4
429.9,7.5,2,50,0.6,31,75,90,1,86.09,Moderately,6
406.1,8.6,3,49,0.5,66,75,85,1,86.62,Moderately,7
428.9,7.4,3,49,0.8,40,100,96,3,82.03,Moderately,4
453,8.5,2,50,0.8,32,109,95,0,90.09,Strongly,8
401.1,10.5,2,49,0.8,48,75,104,3,79.79,Weekly,3
403.3,7.4,3,50,0.7,71,67,106,0,90.4,Strongly,8
479.2,7.9,3,50,0.5,77,74,108,0,92.08,Strongly,9
446.1,7.7,2,49,0.8,10,79,95,3,80.37,Moderately,3
400.4,8.7,2,50,0.7,39,104,87,3,79.87,Weekly,3
438.2,10,2,50,0.8,20,106,97,3,79.91,Weekly,3
455.1,8.6,2,50,0.6,36,75,117,3,82.21,Moderately,4
457.4,7.8,3,50,0.5,60,57,112,1,88.75,Moderately,8
429.7,7.8,3,50,0.6,57,112,85,3,80.99,Moderately,4
433.1,9.9,2,49,0.8,44,119,118,0,89.3,Moderately,8
412.8,12.6,3,50,0.6,71,107,94,2,82.99,Moderately,5
446.4,9.9,3,49,0.8,50,115,92,2,83.14,Moderately,5
461.9,8.2,2,50,0.5,22,89,98,2,83.1,Moderately,5
419.1,7,3,50,0.6,21,83,91,3,82.79,Moderately,5
436.8,9,3,50,0.5,25,119,108,3,83.52,Moderately,5
451.4,8.4,3,49,0.6,51,112,86,0,90.2,Strongly,8
442,11.7,2,50,0.7,16,97,111,1,85.7,Moderately,6
420.3,10,2,50,0.5,44,112,81,3,80.04,Moderately,3
443.6,9.5,2,50,0.7,72,79,118,2,82.22,Moderately,4
437,10.3,3,50,0.6,74,84,101,1,86.39,Moderately,6
400,9.3,2,49,0.7,40,118,104,1,85.67,Moderately,6
458.7,9.2,2,50,0.7,18,102,109,2,82.43,Moderately,5
441.8,10,2,49,0.8,77,57,91,0,88.61,Moderately,8
449.7,12.3,2,49,0.6,42,61,83,1,84.21,Moderately,5
455.5,9.8,3,50,0.6,65,67,83,0,89.57,Moderately,8
452.6,8.2,3,49,0.8,29,53,92,0,89.95,Moderately,8
444.1,8.6,3,49,0.7,55,71,97,3,81,Moderately,4
479.2,8.3,3,50,0.7,61,110,88,0,89.92,Moderately,8
479.5,11.7,2,49,0.6,46,93,85,1,85.38,Moderately,6
441.1,11.3,3,49,0.7,18,59,115,2,84.07,Moderately,5
455.3,7.5,3,50,0.7,78,115,92,1,86.52,Moderately,7
467.9,11.4,2,49,0.5,53,54,95,2,82.15,Moderately,4
448.2,10.5,2,50,0.6,66,113,96,3,81.04,Moderately,4
411.8,7,2,49,0.5,60,90,113,1,86.34,Moderately,6
458.9,9.9,3,50,0.5,29,88,96,3,81.71,Moderately,4
429.7,11.6,2,49,0.8,62,69,104,2,81.51,Moderately,4
422.6,11.4,3,50,0.6,66,71,99,1,85.08,Moderately,6
444.4,11.3,3,50,0.8,60,86,107,2,82.19,Moderately,4
459.6,9.8,3,49,0.7,18,83,108,1,86.05,Moderately,6
411.3,9.3,2,50,0.6,35,78,98,3,81.29,Moderately,4
449.4,12.1,2,50,0.8,50,110,89,2,82.3,Moderately,4
452.7,10.9,3,50,0.8,75,60,94,0,90.1,Strongly,8
477.8,8.6,2,49,0.5,65,63,118,1,86.34,Moderately,6
452.7,8.1,2,50,0.7,21,70,118,2,83.94,Moderately,5
420.1,11.8,2,49,0.5,19,58,110,3,81.7,Moderately,4
422.2,7.5,3,49,0.7,79,60,97,3,81.03,Moderately,4
434.6,8.5,2,50,0.7,35,99,110,3,81.58,Moderately,4
467.5,11,2,49,0.5,47,106,103,3,80.67,Moderately,4
432.6,7.6,3,49,0.8,55,71,99,0,91.09,Strongly,9
451.1,9,2,49,0.7,32,66,116,0,90.88,Strongly,8
425.2,11.8,3,50,0.8,17,109,96,2,82,Moderately,4
450.2,7.2,2,49,0.7,28,111,107,3,82.04,Moderately,4
460.9,9.9,3,49,0.8,34,66,88,2,82.18,Moderately,4
402.3,9.5,2,50,0.6,72,89,95,0,88.99,Moderately,8
421.4,7.8,2,50,0.7,69,52,85,1,85.41,Moderately,6
422.5,9,3,49,0.6,36,52,85,1,86.39,Moderately,6
406.3,8.1,3,49,0.6,43,73,80,1,85.3,Moderately,6
457.2,9.5,2,49,0.7,53,60,115,0,89.61,Moderately,8
436.4,11,2,50,0.8,64,70,98,1,85.14,Moderately,6
435.5,10.7,3,49,0.7,16,94,112,3,81.26,Moderately,4
469.2,11,2,49,0.5,43,64,88,2,83.09,Moderately,5
466.8,10.1,3,49,0.5,51,91,99,3,81.72,Moderately,4
436.1,7.1,3,50,0.7,23,70,116,1,88.23,Moderately,7
466.1,7.1,3,50,0.5,15,65,99,3,84.41,Moderately,6
423.5,12.4,2,50,0.6,73,90,99,3,80.79,Moderately,4
419.5,12,2,49,0.6,65,51,103,2,82.76,Moderately,5
447.5,11.5,2,50,0.8,48,92,80,0,89.37,Moderately,8
466.3,12.8,3,50,0.7,59,119,90,3,80.08,Moderately,3
420.8,9.4,2,49,0.7,49,77,90,2,82.69,Moderately,5
426.1,7.1,2,49,0.7,73,57,90,0,89.22,Moderately,8
421.3,10.6,2,50,0.5,35,117,105,1,86.14,Moderately,6
413.8,11.8,2,49,0.6,31,82,83,0,89.69,Moderately,8
469.6,11.5,3,49,0.8,68,73,107,1,84.98,Moderately,6
444.2,7,3,49,0.8,21,74,95,2,83.21,Moderately,5
457.6,10.4,2,50,0.8,46,50,97,1,84.3,Moderately,5
425.1,11.6,2,50,0.6,14,51,95,2,81.84,Moderately,4
433.2,12.4,2,49,0.8,70,111,105,2,82.44,Moderately,5
472.6,8.5,2,49,0.5,79,99,81,3,81.35,Moderately,4
429.8,10.9,2,49,0.6,42,59,109,3,80.38,Moderately,3
401.2,9.3,2,49,0.8,25,64,117,1,85.84,Moderately,6
408.7,11.2,3,50,0.5,49,110,116,1,87.25,Moderately,7
427,7,2,50,0.5,43,112,89,2,83.78,Moderately,5
439.9,11,2,50,0.7,70,99,109,0,88.98,Moderately,8
470.3,9.5,2,50,0.8,50,60,98,2,82.76,Moderately,5
450.4,9.9,3,49,0.5,28,118,84,2,83.05,Moderately,5
446.4,10,2,49,0.5,31,59,112,1,85.75,Moderately,6
478.1,8.2,3,50,0.7,17,113,90,2,83.09,Moderately,5
472.7,12.7,2,49,0.5,27,90,113,3,80.82,Moderately,4
464.8,7.6,2,49,0.7,40,88,115,3,81.17,Moderately,4
403.3,7.7,2,50,0.7,22,90,105,2,82.39,Moderately,5
458.1,11.6,3,50,0.6,57,102,113,2,83.02,Moderately,5
403.7,10.5,3,50,0.8,48,77,96,2,82.95,Moderately,5
447.1,10.5,2,50,0.7,75,77,114,1,84.66,Moderately,6
474.9,7.6,2,49,0.5,10,52,92,0,90.66,Strongly,8
410.5,8.7,2,49,0.8,65,101,101,3,80.94,Moderately,4
